Person Name mentioned in the news,Organization Name mentioned in the news,City/ State mentioned under the news,Created_date_time,Key word Used for identify the article,HDFC Bank Name under News / Article,Web link of news
"Pentagon, Legislative Council, BJP, CBI, Congress, Parliament, Niti Aayog, NEP, Manchester City, Centre, Bengal Assembly, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Pak, Pakistan, Karachi, Colombo, Maldives, Delhi, Kathmandu, Haryana, Baghpat, UP, Ahmedabad, China, Kerala, Vadodara, Maharashtra, Ladakh, Mumbai, Pune, Motera, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Loksatta,",nan,2021-02-26 21:26:24.879871,"terror, terror financing, ",No,https://indianexpress.com/section/opinion/editorials/
"Pentagon, Legislative Council, BJP, CBI, Congress, NEP, AAP, Centre, State, Parliament, Facebook, Google, Transparency Internationalâs, Manchester City, Bengal Assembly, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Kerala, China, Ladakh, Atmanirbhar Bharat, Delhi, Beijing, Pak, Pakistan, Karachi, Colombo, Maldives, Kathmandu, Australia, Haryana, Vishwaguru, Maharashtra, Mumbai, Pune, Motera, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Loksatta,",nan,2021-02-26 21:26:59.222185,"terror, terror financing, ",No,https://indianexpress.com/section/opinion/
"Centre, Twitter, SC, Court, MKSS, DOT, the Supreme Court, Trai, Delhi University, NEP, Manchester City, Xiaomi, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Delhi, Kerala, China, Ladakh, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Loksatta,",nan,2021-02-26 21:27:40.282876,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/apar-gupta/
"Goa University, BJP, Google, Constituent Assembly, National Development Council, NEP, Manchester City, Centre, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Kerala, America, UAE, Germany, Goa, China, Ladakh, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:27:54.812654,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/peter-ronald-desouza/
"NEP, Manchester City, Centre, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, China, Tibet, Ladakh, Beijing, Kerala, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:28:35.446577,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/claude-arpi/
"Ministry of Education, NEP, Manchester City, Centre, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Kerala, China, Ladakh, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:28:50.416980,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/anita-karwal/
"Aarin Capital, NEP, Manchester City, Centre, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Kerala, China, Ladakh, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:29:12.650742,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/tv-mohandas-pai/
"NEP, Manchester City, Centre, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, France, Kerala, China, Ladakh, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:30:04.845022,"terror, terror financing, ",No,https://indianexpress.com/profile/columnist/kapil-komireddi/
"Public (Elections) Dept, Union Health Ministry's, Finance, Union Budget, Centre, The Greater Chennai Corporation, Revenue Department, The Public (Elections) Department, Stanford University, the Supreme Court, MEA, External Affairs Ministry, Ministry of Home Affairs, MHA, Government of India, The Health Ministry, Apollo Hospitals, The Hindu, Supreme Court's, Indian Science Congress, the High Level Enquiry Committee, Parliamentary Estimates Committee, Govt, BJP, PSC, BBMP, HC, Election Commission, Centre for Science and Environment, Young World Club, THG PUBLISHING PVT LTD,","West Bengal, Tamil Nadu, Kerala, TN, Chennai, Pangong Tso, India, China, States, Ladakh, Ayodhya, Pakistan, Russia, Hapur, Saudi Arabia, U.S., Jharkhand, Maharashtra, Hyderabad, Gujarat, Bengaluru, Andhra Pradesh, Karnataka, Delhi, Mumbai, Madurai, Bihar, Puducherry, Assam, Coimbatore,",nan,2021-02-26 21:34:18.793039,"terror, ",No,https://www.thehindu.com/news/resources/
"Finance, Hindu, Public (Elections) Dept, Union Health Ministry's, THG PUBLISHING PVT LTD, The Hindu, Supreme Court's, Indian Science Congress, Ministry of Home Affairs, MHA, the High Level Enquiry Committee, Parliamentary Estimates Committee, Motera, Qualcomm, Govt, BJP, PSC, BBMP, HC, Election Commission, Centre for Science and Environment, Young World Club,","Pangong Tso, Tamil Nadu, TN, Chennai, Ayodhya, India, Pakistan, Russia, India Pakistan, Kerala, Vietnam, Gulmarg, UK, West Bengal, Hapur, U.S., Jharkhand, Maharashtra, Hyderabad, Gujarat, Bengaluru, Andhra Pradesh, Karnataka, Delhi, Mumbai, Madurai, Bihar, Puducherry, Assam, China, Coimbatore,",nan,2021-02-26 21:34:55.134203,"terror, ",No,https://www.thehindu.com/news/resources/economic-survey-2020-2021/article33695071.ece
"Finance, Union Budget, Centre, Atmanirbhar Bharat, Hindu, Public (Elections) Dept, Union Health Ministry's, THG PUBLISHING PVT LTD, The Hindu, Supreme Court's, Indian Science Congress, Ministry of Home Affairs, MHA, the High Level Enquiry Committee, Parliamentary Estimates Committee, Motera, Qualcomm, Govt, BJP, PSC, BBMP, HC, Election Commission, Centre for Science and Environment, Young World Club,","Pangong Tso, Tamil Nadu, TN, Chennai, Ayodhya, India, Pakistan, Russia, India Pakistan, Kerala, Vietnam, Gulmarg, UK, West Bengal, Hapur, U.S., Jharkhand, Maharashtra, Hyderabad, Gujarat, Bengaluru, Andhra Pradesh, Karnataka, Delhi, Mumbai, Madurai, Bihar, Puducherry, Assam, China, Coimbatore,",nan,2021-02-26 21:35:15.047654,"terror, ",No,https://www.thehindu.com/news/resources/union-budget-2021-2022/article33716563.ece
"Pentagon, Legislative Council, BJP, CBI, Congress, MPC, RBI, the six, Monetary Policy Committee, the Commerce and Industry Ministry, Ambani, DGCA, Airbnb, RailTel, NSE, Sterling Biotech, SBL, Richmond Investments Ltd, Sebi, The Department of Telecommunications, SEBI, Centre, Moodyâs, Moody's, GJEPC, GJPEC, eBay, Max Financial Services, Axis, Max Life, BSE, Bengal Assembly, Xiaomi, Twitter, FBI, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, China, SC, USSR, Bengal, Kerala, Assam, Chennai Hyderabad, Bharat Bandh Today, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:44:19.665288,"terror, terror financing, ",No,https://indianexpress.com/section/business/
"Pentagon, Legislative Council, BJP, CBI, Congress, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, Centre, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:46:14.454187,"terror, terror financing, ",No,https://indianexpress.com/parenting/
"Pentagon, Legislative Council, BJP, CBI, Congress, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, Centre, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Arunachal Pradesh, Manipur, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:46:29.682589,"terror, terror financing, ",No,https://indianexpress.com/section/horoscope/
"Pentagon, Legislative Council, BJP, CBI, Congress, Project 37, Arunachal Pradesh Civil Service, Home Ministry, DoNER, Indian Army, the Indian Army, PLA, Arunachal Pradesh Energy Development Agency, APEDA, NSCN, The Indian Army, Assam Rifles, Arunachal Pradesh Police, NSCN-, RCC, Disaster Management Authority, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, Centre, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Arunachal Pradesh, Manipur, Namsai, Lohit, Anjaw, Changlang, Tirap, West Kameng, Innao, Vijaynagar, Covid, Arunachal Pradeshâs, Namdapha, Mahadevpur, Roing, Sunpura, Pangong Tso, Ladakh, China, Rijiju, Nacho, Nginu, Longding, Khonsa, Shi-Yomi, Yapik village, Aalo, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:48:28.556402,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/arunachal-pradesh/
"Pentagon, Legislative Council, BJP, CBI, Congress, ASSAM NEWS, Assembly, AGP, Bodoland Peopleâs Front, BPF, ULFA-I, Guwahati Press Club, GPC, CAA, Himanta, AIUDF, Finance, Dibrugarh University, Mukhi, the Dibrugarh University, IFFI, anti-CAA, Health, The Indian Express, Cong-AIUDF, CBSE, CEC, Arora, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, Centre, FIFA, PSU, UPSC, CSK, KKR, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, Assam, Goa, Guwahati, Balijan, Biswanath, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:48:55.133917,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/assam/
"Pentagon, Legislative Council, BJP, CBI, Congress, Covishield, the Manipur Press Club, SIT, Assembly, the All Manipur Working Journalist Union, AMWJU, Editorâs Guild Manipur, EGM, Centre, House, Co-ordination Committee, CorCom, Alliance for Socialist Unity, Kangleipak, ASUK, NITI Aayog, UAPA, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, Manipur Anganwadi, Tungjoy, Keishampat, Imphal, Peh, Paoyi, Myanmar, Moreh, Nagaland, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:49:40.572782,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/manipur/
"Pentagon, Legislative Council, BJP, CBI, Congress, Centre, SSA, Meghalaya Tourism, HC, The Shillong Times, KSU, the Atomic Minerals Directorate, AMD, JAC, Bethany Hospital, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, MEGHALAYA, Meghalaya, Bangladesh, Ichamati, Khasiland, RiBhoi, Bihar, Goa, Shillong, the Dorbar Shnong, Lawsohtun, Dorbar Shnongs, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:50:03.949405,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/meghalaya/
"Pentagon, Legislative Council, BJP, CBI, Congress, the Love Brigade, MSACS, the Zoram Medical College, ZMC, Mizoram, Songrongma, BSF, MNF, indianexpress.com, Mizoram State Election Commission, Village Council, Local Council, Centre, Assam Rifles, the Assam Rifles, the Aizawl Municipal Corporation, AMC, MHA, NCS, the National Centre for Seismology, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, Myanmar, Champai, Chin State, Mizoram, Assam, Cachar, Tripura, Mamit, Thaidaw Tlang, Vairengte, Champhai, Champhai district, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:50:35.658293,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/mizoram/
"Pentagon, Legislative Council, BJP, CBI, Congress, nagaland News, Apple, MHA, -, the Kohima Municipal Council, NPF, NEC, North Eastern Council, Centre, Union, the Home Department, NSCN, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, NAGALAND, Nagaland, Nagaland Lokayukta, Delhi, Gauhati, Nagaland Covid, Kurukshetra, Haryana, Bihar, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, West Bengal, Loksatta,",nan,2021-02-26 21:50:50.969251,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/nagaland/
"Pentagon, Legislative Council, BJP, CBI, Congress, tripura News, ADC, IPFT, TIPRA, Debbarma, Union, BSF, NLFT, Tripura Congress, High Court, Centre, Assam Rifles, Agartala Municipal Corporation, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, Manipur, Arunachal Pradesh, TRIPURA, Tripura, Nepal, Sri Lanka, Agartala, Bangladesh, Assam, Melaghar, Sepahijala, AMC, Gandacherra, Dhalai, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Tamil Nadu, Bangalore, Delhi, West Bengal, Loksatta,",nan,2021-02-26 21:51:13.913639,"terror, terror financing, ",No,https://indianexpress.com/section/north-east-india/tripura/
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, IFSC, Wealth Magazine, ET Wealth Newsletter, the Unique Identification Authority of India, UIDAI, Airtel, Supreme Court, CBIC, the United Nations Organization, Board, NPR, NRC, The Supreme Court, Commission, Supreme Court's, the Supreme Court, Fino Payments Bank, RBI, Election Commission, EC, UPI, Jal Jeevan, Beti Padao Beti Badao, Centre, Delhi Police's, Cyber Crime Unit, CyPAD, the Indian Banksâ Association on, the Lower House, AU Bank, AU Small Finance Bank, Gazette of India, CBSE, NEP, Ministry of Home Affair, MHA, NPCI, the Haryana Land Records Information System, Founding Fuel, Govt, Digital Agriculture Division, Delhi High Court, Google, GPay, the Central Board of Indirect Taxes and Customs, Lok Sabha, PM-CARES Fund, Paytm Payments Bank, Home Ministry, NSE, Sebi, CDSL, The Central Board of Indirect Taxes and Customs, The Law Committee, the GST Council, Airtel Payments Bank, DigiLocker, PM-Kisan, HDFC Bank, Khata, Infosys, the Rajya Sabha, State, MGNREGA, National Savings Scheme, Department on Posts, RJD, Rashtriya Janata Dal, SOP, Congress, TMC, the CSC e-Governance Services, Bitbns, RailTel, Heranba, ICICI, NPS, ICICI Bank, Sensex Live, IRCTC, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Noida, Ghaziabad, GB Nagar, Assam, Punjab, Karnataka, Bengaluru, Rajajinagar, Indiranagar, China, Ujjwala, Ujala, Haryana, Odisha, Puri, West Bengal, Covid, Bihar, Delhi, Tamil Nadu, Rajasthan, Dausa, Bharatpur, Puducherry, Kerala, Bangalore, Colombia, New Delhi,",nan,2021-02-26 22:05:32.194662,"money launder, ",YES,https://economictimes.indiatimes.com/wealth/personal-finance-news/aadhaar-card
"Pentagon, Legislative Council, BJP, CBI, Congress, DMK, Assembly, the Trinamool Congress, Local Touch, Koo, Finance, Lok Sabha, CPI, Road Transport and Highways, NCP, House, Rajya Sabha, Janata Dal (United, LJP, Xiaomi, Twitter, ICC, Bamboo Training and Research Institute, CID, FATF, Centre, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, US, Syria, J&K, TN, Puducherry, DELHI, Delhi, Tamil Nadu, Pishi, Italy, Assam, Bihar, Nagpur, Bharat, Maharashtra, Mumbai, Pune, Motera, Pak, Bombay, Rajasthan, Kerala, Sattur, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Loksatta,",nan,2021-02-26 22:11:21.637468,"terror, terror financing, ",No,https://indianexpress.com/section/delhi-confidential/
